Date,IM,Shift,Status
2026-07-18,IM19,3,SD
2026-07-18,IM19,1,SD
2026-07-18,IM19,2,SD
2026-07-18,IM2,3,SD
2026-07-18,IM2,1,SD
2026-07-18,IM2,2,SD
2026-07-18,IM3,3,SD
2026-07-18,IM3,1,SD
2026-07-18,IM3,2,SD
2026-07-18,IM4,3,SD
2026-07-18,IM4,1,SD
2026-07-18,IM4,2,SD
2026-07-18,IM5,3,SD
2026-07-18,IM5,1,SD
2026-07-18,IM5,2,SD
2026-07-18,IM6,3,SD
2026-07-18,IM6,1,SD
2026-07-18,IM6,2,SD
2026-07-18,IM7,3,SD
2026-07-18,IM7,1,SD
2026-07-18,IM7,2,SD
2026-07-18,IM8,3,SD
2026-07-18,IM8,1,SD
2026-07-18,IM8,2,SD
2026-07-18,IM9,3,SD
2026-07-18,IM9,1,SD
2026-07-18,IM9,2,SD
2026-07-19,IM1,3,SD
2026-07-19,IM1,1,SD
2026-07-19,IM1,2,SD
2026-07-19,IM10,3,SD
2026-07-19,IM10,1,SD
2026-07-19,IM10,2,SD
2026-07-19,IM11,3,SD
2026-07-19,IM11,1,SD
2026-07-19,IM11,2,SD
2026-07-19,IM12,3,SD
2026-07-19,IM12,1,SD
2026-07-19,IM12,2,SD
2026-07-19,IM14,3,SD
2026-07-19,IM14,1,SD
2026-07-19,IM14,2,SD
2026-07-19,IM15,3,SD
2026-07-19,IM15,1,SD
2026-07-19,IM15,2,SD
2026-07-19,IM16,3,SD
2026-07-19,IM16,1,SD
2026-07-19,IM16,2,SD
2026-07-19,IM17,3,SD
2026-07-19,IM17,1,SD
2026-07-19,IM17,2,SD
2026-07-19,IM18,3,SD
2026-07-19,IM18,1,SD
2026-07-19,IM18,2,SD
2026-07-19,IM19,3,SD
2026-07-19,IM19,1,SD
2026-07-19,IM19,2,SD
2026-07-19,IM2,3,SD
2026-07-19,IM2,1,SD
2026-07-19,IM2,2,SD
2026-07-19,IM3,3,SD
2026-07-19,IM3,1,SD
2026-07-19,IM3,2,SD
2026-07-19,IM4,3,SD
2026-07-19,IM4,1,SD
2026-07-19,IM4,2,SD
2026-07-19,IM5,3,SD
2026-07-19,IM5,1,SD
2026-07-19,IM5,2,SD
2026-07-19,IM6,3,SD
2026-07-19,IM6,1,SD
2026-07-19,IM6,2,SD
2026-07-19,IM7,3,SD
2026-07-19,IM7,1,SD
2026-07-19,IM7,2,SD
2026-07-19,IM8,3,SD
2026-07-19,IM8,1,SD
2026-07-19,IM8,2,SD
2026-07-19,IM9,3,SD
2026-07-19,IM9,1,SD
2026-07-19,IM9,2,SD
2026-07-20,IM1,3,ON
2026-07-20,IM1,1,ON
2026-07-20,IM1,2,ON
2026-07-20,IM10,3,ON
2026-07-20,IM10,1,ON
2026-07-20,IM10,2,ON
2026-07-20,IM11,3,ON
2026-07-20,IM11,1,ON
2026-07-20,IM11,2,ON
2026-07-20,IM12,3,SD
2026-07-20,IM12,1,SD
2026-07-20,IM12,2,SD
2026-07-20,IM14,3,ON
2026-07-20,IM14,1,ON
2026-07-20,IM14,2,ON
2026-07-20,IM15,3,SD
2026-07-20,IM15,1,SD
2026-07-20,IM15,2,SD
2026-07-20,IM16,3,SD
2026-07-20,IM16,1,SD
2026-07-20,IM16,2,SD
2026-07-20,IM17,3,SD
2026-07-20,IM17,1,SD
2026-07-20,IM17,2,SD
2026-07-20,IM18,3,SD
2026-07-20,IM18,1,SD
2026-07-20,IM18,2,SD
2026-07-20,IM19,3,SD
2026-07-20,IM19,1,SD
2026-07-20,IM19,2,SD
2026-07-20,IM2,3,SD
2026-07-20,IM2,1,ON
2026-07-20,IM2,2,ON
2026-07-20,IM3,3,ON
2026-07-20,IM3,1,ON
2026-07-20,IM3,2,ON
2026-07-20,IM4,3,ON
2026-07-20,IM4,1,ON
2026-07-20,IM4,2,ON
2026-07-20,IM5,3,ON
2026-07-20,IM5,1,ON
2026-07-20,IM5,2,ON
2026-07-20,IM6,3,SD
2026-07-20,IM6,1,SD
2026-07-20,IM6,2,SD
2026-07-20,IM7,3,ON
2026-07-20,IM7,1,ON
2026-07-20,IM7,2,SD
2026-07-20,IM8,3,ON
2026-07-20,IM8,1,ON
2026-07-20,IM8,2,ON
2026-07-20,IM9,3,SD
2026-07-20,IM9,1,ON
2026-07-20,IM9,2,ON
2026-07-21,IM1,3,ON
2026-07-21,IM1,1,ON
2026-07-21,IM1,2,SD
2026-07-21,IM10,3,SD
2026-07-21,IM10,1,ON
2026-07-21,IM10,2,ON
2026-07-21,IM11,3,ON
2026-07-21,IM11,1,ON
2026-07-21,IM11,2,ON
2026-07-21,IM12,3,ON
2026-07-21,IM12,1,ON
2026-07-21,IM12,2,ON
2026-07-21,IM14,3,ON
2026-07-21,IM14,1,ON
2026-07-21,IM14,2,ON
2026-07-21,IM15,3,ON
2026-07-21,IM15,1,ON
2026-07-21,IM15,2,ON
2026-07-21,IM16,3,SD
2026-07-21,IM16,1,SD
2026-07-21,IM16,2,SD
2026-07-21,IM17,3,SD
2026-07-21,IM17,1,SD
2026-07-21,IM17,2,SD
2026-07-21,IM18,3,SD
2026-07-21,IM18,1,SD
2026-07-21,IM18,2,SD
2026-07-21,IM19,3,SD
2026-07-21,IM19,1,SD
2026-07-21,IM19,2,SD
2026-07-21,IM2,3,ON
2026-07-21,IM2,1,ON
2026-07-21,IM2,2,ON
2026-07-21,IM3,3,ON
2026-07-21,IM3,1,ON
2026-07-21,IM3,2,ON
2026-07-21,IM4,3,ON
2026-07-21,IM4,1,ON
2026-07-21,IM4,2,ON
2026-07-21,IM5,3,ON
2026-07-21,IM5,1,ON
2026-07-21,IM5,2,ON
2026-07-21,IM6,3,ON
2026-07-21,IM6,1,ON
2026-07-21,IM6,2,ON
2026-07-21,IM7,3,SD
2026-07-21,IM7,1,ON
2026-07-21,IM7,2,ON
2026-07-21,IM8,3,ON
2026-07-21,IM8,1,ON
2026-07-21,IM8,2,ON
2026-07-21,IM9,3,ON
2026-07-21,IM9,1,ON
2026-07-21,IM9,2,ON
2026-07-22,IM1,3,ON
2026-07-22,IM1,1,ON
2026-07-22,IM1,2,ON
2026-07-22,IM10,3,SD
2026-07-22,IM10,1,SD
2026-07-22,IM10,2,SD
2026-07-22,IM11,3,ON
2026-07-22,IM11,1,ON
2026-07-22,IM11,2,ON
2026-07-22,IM12,3,SD
2026-07-22,IM12,1,SD
2026-07-22,IM12,2,SD
2026-07-22,IM14,3,ON
2026-07-22,IM14,1,ON
2026-07-22,IM14,2,ON
2026-07-22,IM15,3,SD
2026-07-22,IM15,1,SD
2026-07-22,IM15,2,SD
2026-07-22,IM16,3,SD
2026-07-22,IM16,1,SD
2026-07-22,IM16,2,SD
2026-07-22,IM17,3,SD
2026-07-22,IM17,1,SD
2026-07-22,IM17,2,SD
2026-07-22,IM18,3,SD
2026-07-22,IM18,1,SD
2026-07-22,IM18,2,SD
2026-07-22,IM19,3,SD
2026-07-22,IM19,1,SD
2026-07-22,IM19,2,SD
2026-07-22,IM2,3,ON
2026-07-22,IM2,1,SD
2026-07-22,IM2,2,SD
2026-07-22,IM3,3,ON
2026-07-22,IM3,1,ON
2026-07-22,IM3,2,ON
2026-07-22,IM4,3,ON
2026-07-22,IM4,1,SD
2026-07-22,IM4,2,SD
2026-07-22,IM5,3,ON
2026-07-22,IM5,1,ON
2026-07-22,IM5,2,ON
2026-07-22,IM6,3,ON
2026-07-22,IM6,1,SD
2026-07-22,IM6,2,SD
2026-07-22,IM7,3,ON
2026-07-22,IM7,1,ON
2026-07-22,IM7,2,ON
2026-07-22,IM8,3,ON
2026-07-22,IM8,1,ON
2026-07-22,IM8,2,ON
2026-07-22,IM9,3,SD
2026-07-22,IM9,1,SD
2026-07-22,IM9,2,SD
2026-07-23,IM1,3,ON
2026-07-23,IM1,1,ON
2026-07-23,IM1,2,ON
2026-07-23,IM10,3,SD
2026-07-23,IM10,1,ON
2026-07-23,IM10,2,ON
2026-07-23,IM11,3,ON
2026-07-23,IM11,1,ON
2026-07-23,IM11,2,ON
2026-07-23,IM12,3,SD
2026-07-23,IM12,1,ON
2026-07-23,IM12,2,ON
2026-07-23,IM14,3,ON
2026-07-23,IM14,1,ON
2026-07-23,IM14,2,SD
2026-07-23,IM15,3,SD
2026-07-23,IM15,1,ON
2026-07-23,IM15,2,ON
2026-07-23,IM16,3,SD
2026-07-23,IM16,1,SD
2026-07-23,IM16,2,SD
2026-07-23,IM17,3,SD
2026-07-23,IM17,1,SD
2026-07-23,IM17,2,SD
2026-07-23,IM18,3,SD
2026-07-23,IM18,1,SD
2026-07-23,IM18,2,SD
2026-07-23,IM19,3,SD
2026-07-23,IM19,1,SD
2026-07-23,IM19,2,SD
2026-07-23,IM2,3,SD
2026-07-23,IM2,1,SD
2026-07-23,IM2,2,SD
2026-07-23,IM3,3,SD
2026-07-23,IM3,1,ON
2026-07-23,IM3,2,ON
2026-07-23,IM4,3,ON
2026-07-23,IM4,1,ON
2026-07-23,IM4,2,ON
2026-07-23,IM5,3,ON
2026-07-23,IM5,1,ON
2026-07-23,IM5,2,ON
2026-07-23,IM6,3,ON
2026-07-23,IM6,1,ON
2026-07-23,IM6,2,ON
2026-07-23,IM7,3,SD
2026-07-23,IM7,1,SD
2026-07-23,IM7,2,SD
2026-07-23,IM8,3,ON
2026-07-23,IM8,1,ON
2026-07-23,IM8,2,ON
2026-07-23,IM9,3,ON
2026-07-23,IM9,1,SD
2026-07-23,IM9,2,ON
2026-07-24,IM1,3,ON
2026-07-24,IM1,1,ON
2026-07-24,IM1,2,ON
2026-07-24,IM10,3,ON
2026-07-24,IM10,1,ON
2026-07-24,IM10,2,ON
2026-07-24,IM11,3,ON
2026-07-24,IM11,1,ON
2026-07-24,IM11,2,ON
2026-07-24,IM12,3,ON
2026-07-24,IM12,1,ON
2026-07-24,IM12,2,ON
2026-07-24,IM14,3,ON
2026-07-24,IM14,1,ON
2026-07-24,IM14,2,ON
2026-07-24,IM15,3,ON
2026-07-24,IM15,1,ON
2026-07-24,IM15,2,SD
2026-07-24,IM16,3,SD
2026-07-24,IM16,1,SD
2026-07-24,IM16,2,SD
2026-07-24,IM17,3,SD
2026-07-24,IM17,1,SD
2026-07-24,IM17,2,SD
2026-07-24,IM18,3,SD
2026-07-24,IM18,1,SD
2026-07-24,IM18,2,SD
2026-07-24,IM19,3,SD
2026-07-24,IM19,1,SD
2026-07-24,IM19,2,SD
2026-07-24,IM2,3,SD
2026-07-24,IM2,1,ON
2026-07-24,IM2,2,ON
2026-07-24,IM3,3,ON
2026-07-24,IM3,1,ON
2026-07-24,IM3,2,ON
2026-07-24,IM4,3,ON
2026-07-24,IM4,1,ON
2026-07-24,IM4,2,SD
2026-07-24,IM5,3,ON
2026-07-24,IM5,1,ON
2026-07-24,IM5,2,ON
2026-07-24,IM6,3,SD
2026-07-24,IM6,1,ON
2026-07-24,IM6,2,ON
2026-07-24,IM7,3,ON
2026-07-24,IM7,1,ON
2026-07-24,IM7,2,ON
2026-07-24,IM8,3,ON
2026-07-24,IM8,1,ON
2026-07-24,IM8,2,ON
2026-07-24,IM9,3,ON
2026-07-24,IM9,1,ON
2026-07-24,IM9,2,ON
2026-07-25,IM1,3,SD
2026-07-25,IM1,1,SD
2026-07-25,IM1,2,SD
2026-07-25,IM10,3,SD
2026-07-25,IM10,1,SD
2026-07-25,IM10,2,SD
2026-07-25,IM11,3,SD
2026-07-25,IM11,1,SD
2026-07-25,IM11,2,SD
2026-07-25,IM12,3,SD
2026-07-25,IM12,1,SD
2026-07-25,IM12,2,SD
2026-07-25,IM14,3,SD
2026-07-25,IM14,1,SD
2026-07-25,IM14,2,SD
2026-07-25,IM15,3,SD
2026-07-25,IM15,1,SD
2026-07-25,IM15,2,SD
2026-07-25,IM16,3,SD
2026-07-25,IM16,1,SD
2026-07-25,IM16,2,SD
2026-07-25,IM17,3,SD
2026-07-25,IM17,1,SD
2026-07-25,IM17,2,SD
2026-07-25,IM18,3,SD
2026-07-25,IM18,1,SD
2026-07-25,IM18,2,SD
2026-07-25,IM19,3,SD
2026-07-25,IM19,1,SD
2026-07-25,IM19,2,SD
2026-07-25,IM2,3,SD
2026-07-25,IM2,1,SD
2026-07-25,IM2,2,SD
2026-07-25,IM3,3,SD
2026-07-25,IM3,1,SD
2026-07-25,IM3,2,SD
2026-07-25,IM4,3,SD
2026-07-25,IM4,1,SD
2026-07-25,IM4,2,SD
2026-07-25,IM5,3,SD
2026-07-25,IM5,1,SD
2026-07-25,IM5,2,SD
2026-07-25,IM6,3,SD
2026-07-25,IM6,1,SD
2026-07-25,IM6,2,SD
2026-07-25,IM7,3,SD
2026-07-25,IM7,1,SD
2026-07-25,IM7,2,SD
2026-07-25,IM8,3,SD
2026-07-25,IM8,1,SD
2026-07-25,IM8,2,SD
2026-07-25,IM9,3,SD
2026-07-25,IM9,1,SD
2026-07-25,IM9,2,SD
2026-07-26,IM1,3,SD
2026-07-26,IM1,1,SD
2026-07-26,IM1,2,SD
2026-07-26,IM10,3,SD
2026-07-26,IM10,1,SD
2026-07-26,IM10,2,SD
2026-07-26,IM11,3,SD
2026-07-26,IM11,1,SD
2026-07-26,IM11,2,SD
2026-07-26,IM12,3,SD
2026-07-26,IM12,1,SD
2026-07-26,IM12,2,SD
2026-07-26,IM14,3,SD
2026-07-26,IM14,1,SD
2026-07-26,IM14,2,SD
2026-07-26,IM15,3,SD
2026-07-26,IM15,1,SD
2026-07-26,IM15,2,SD
2026-07-26,IM16,3,SD
2026-07-26,IM16,1,SD
2026-07-26,IM16,2,SD
2026-07-26,IM17,3,SD
2026-07-26,IM17,1,SD
2026-07-26,IM17,2,SD
2026-07-26,IM18,3,SD
2026-07-26,IM18,1,SD
2026-07-26,IM18,2,SD
2026-07-26,IM19,3,SD
2026-07-26,IM19,1,SD
2026-07-26,IM19,2,SD
2026-07-26,IM2,3,SD
2026-07-26,IM2,1,SD
2026-07-26,IM2,2,SD
2026-07-26,IM3,3,SD
2026-07-26,IM3,1,SD
2026-07-26,IM3,2,SD
2026-07-26,IM4,3,SD
2026-07-26,IM4,1,SD
2026-07-26,IM4,2,SD
2026-07-26,IM5,3,SD
2026-07-26,IM5,1,SD
2026-07-26,IM5,2,SD
2026-07-26,IM6,3,SD
2026-07-26,IM6,1,SD
2026-07-26,IM6,2,SD
2026-07-26,IM7,3,SD
2026-07-26,IM7,1,SD
2026-07-26,IM7,2,SD
2026-07-26,IM8,3,SD
2026-07-26,IM8,1,SD
2026-07-26,IM8,2,SD
2026-07-26,IM9,3,SD
2026-07-26,IM9,1,SD
2026-07-26,IM9,2,SD
2026-07-27,IM1,3,ON
2026-07-27,IM1,1,ON
2026-07-27,IM1,2,ON
2026-07-27,IM10,3,ON
2026-07-27,IM10,1,ON
2026-07-27,IM10,2,ON
2026-07-27,IM11,3,ON
2026-07-27,IM11,1,ON
2026-07-27,IM11,2,ON
2026-07-27,IM12,3,ON
2026-07-27,IM12,1,ON
2026-07-27,IM12,2,ON
2026-07-27,IM14,3,ON
2026-07-27,IM14,1,ON
2026-07-27,IM14,2,ON
2026-07-27,IM15,3,SD
2026-07-27,IM15,1,SD
2026-07-27,IM15,2,SD
2026-07-27,IM16,3,SD
2026-07-27,IM16,1,SD
2026-07-27,IM16,2,SD
2026-07-27,IM17,3,SD
2026-07-27,IM17,1,SD
2026-07-27,IM17,2,SD
2026-07-27,IM18,3,SD
2026-07-27,IM18,1,SD
2026-07-27,IM18,2,SD
2026-07-27,IM19,3,SD
2026-07-27,IM19,1,SD
2026-07-27,IM19,2,SD
2026-07-27,IM2,3,ON
2026-07-27,IM2,1,ON
2026-07-27,IM2,2,ON
2026-07-27,IM3,3,ON
2026-07-27,IM3,1,ON
2026-07-27,IM3,2,ON
2026-07-27,IM4,3,ON
2026-07-27,IM4,1,ON
2026-07-27,IM4,2,ON
2026-07-27,IM5,3,ON
2026-07-27,IM5,1,ON
2026-07-27,IM5,2,ON
2026-07-27,IM6,3,ON
2026-07-27,IM6,1,ON
2026-07-27,IM6,2,ON
2026-07-27,IM7,3,SD
2026-07-27,IM7,1,SD
2026-07-27,IM7,2,SD
2026-07-27,IM8,3,ON
2026-07-27,IM8,1,ON
2026-07-27,IM8,2,ON
2026-07-27,IM9,3,SD
2026-07-27,IM9,1,SD
2026-07-27,IM9,2,SD
2026-07-28,IM1,3,ON
2026-07-28,IM1,1,ON
2026-07-28,IM1,2,ON
2026-07-28,IM10,3,ON
2026-07-28,IM10,1,ON
2026-07-28,IM10,2,ON
2026-07-28,IM11,3,ON
2026-07-28,IM11,1,ON
2026-07-28,IM11,2,ON
2026-07-28,IM12,3,ON
2026-07-28,IM12,1,ON
2026-07-28,IM12,2,SD
2026-07-28,IM14,3,ON
2026-07-28,IM14,1,ON
2026-07-28,IM14,2,ON
2026-07-28,IM15,3,ON
2026-07-28,IM15,1,ON
2026-07-28,IM15,2,ON
2026-07-28,IM16,3,SD
2026-07-28,IM16,1,SD
2026-07-28,IM16,2,SD
2026-07-28,IM17,3,SD
2026-07-28,IM17,1,SD
2026-07-28,IM17,2,SD
2026-07-28,IM18,3,SD
2026-07-28,IM18,1,SD
2026-07-28,IM18,2,SD
2026-07-28,IM19,3,ON
2026-07-28,IM19,1,ON
2026-07-28,IM19,2,ON
2026-07-28,IM2,3,ON
2026-07-28,IM2,1,ON
2026-07-28,IM2,2,ON
2026-07-28,IM3,3,ON
2026-07-28,IM3,1,ON
2026-07-28,IM3,2,ON
2026-07-28,IM4,3,ON
2026-07-28,IM4,1,ON
2026-07-28,IM4,2,ON
2026-07-28,IM5,3,SD
2026-07-28,IM5,1,ON
2026-07-28,IM5,2,ON
2026-07-28,IM6,3,ON
2026-07-28,IM6,1,ON
2026-07-28,IM6,2,ON
2026-07-28,IM7,3,ON
2026-07-28,IM7,1,ON
2026-07-28,IM7,2,ON
2026-07-28,IM8,3,ON
2026-07-28,IM8,1,SD
2026-07-28,IM8,2,SD
2026-07-28,IM9,3,ON
2026-07-28,IM9,1,ON
2026-07-28,IM9,2,ON
2026-07-29,IM1,3,ON
2026-07-29,IM1,1,ON
2026-07-29,IM1,2,ON
2026-07-29,IM10,3,ON
2026-07-29,IM10,1,ON
2026-07-29,IM10,2,ON
2026-07-29,IM11,3,ON
2026-07-29,IM11,1,ON
2026-07-29,IM11,2,ON
2026-07-29,IM12,3,SD
2026-07-29,IM12,1,SD
2026-07-29,IM12,2,SD
2026-07-29,IM14,3,ON
2026-07-29,IM14,1,ON
2026-07-29,IM14,2,ON
2026-07-29,IM15,3,SD
2026-07-29,IM15,1,SD
2026-07-29,IM15,2,SD
2026-07-29,IM16,3,SD
2026-07-29,IM16,1,SD
2026-07-29,IM16,2,SD
2026-07-29,IM17,3,SD
2026-07-29,IM17,1,SD
2026-07-29,IM17,2,SD
2026-07-29,IM18,3,SD
2026-07-29,IM18,1,SD
2026-07-29,IM18,2,SD
2026-07-29,IM19,3,ON
2026-07-29,IM19,1,ON
2026-07-29,IM19,2,ON
2026-07-29,IM2,3,SD
2026-07-29,IM2,1,SD
2026-07-29,IM2,2,SD
2026-07-29,IM3,3,ON
2026-07-29,IM3,1,ON
2026-07-29,IM3,2,ON
2026-07-29,IM4,3,ON
2026-07-29,IM4,1,ON
2026-07-29,IM4,2,ON
2026-07-29,IM5,3,ON
2026-07-29,IM5,1,ON
2026-07-29,IM5,2,ON
2026-07-29,IM6,3,ON
2026-07-29,IM6,1,ON
2026-07-29,IM6,2,ON
2026-07-29,IM7,3,SD
2026-07-29,IM7,1,SD
2026-07-29,IM7,2,SD
2026-07-29,IM8,3,ON
2026-07-29,IM8,1,ON
2026-07-29,IM8,2,ON
2026-07-29,IM9,3,ON
2026-07-29,IM9,1,ON
2026-07-29,IM9,2,ON
2026-07-30,IM1,3,ON
2026-07-30,IM1,1,ON
2026-07-30,IM1,2,ON
2026-07-30,IM10,3,ON
2026-07-30,IM10,1,ON
2026-07-30,IM10,2,ON
2026-07-30,IM11,3,ON
2026-07-30,IM11,1,ON
2026-07-30,IM11,2,ON
2026-07-30,IM12,3,SD
2026-07-30,IM12,1,SD
2026-07-30,IM12,2,SD
2026-07-30,IM14,3,ON
2026-07-30,IM14,1,ON
2026-07-30,IM14,2,ON
2026-07-30,IM15,3,SD
2026-07-30,IM15,1,SD
2026-07-30,IM15,2,SD
2026-07-30,IM16,3,SD
2026-07-30,IM16,1,SD
2026-07-30,IM16,2,SD
2026-07-30,IM17,3,SD
2026-07-30,IM17,1,SD
2026-07-30,IM17,2,SD
2026-07-30,IM18,3,SD
2026-07-30,IM18,1,SD
2026-07-30,IM18,2,SD
2026-07-30,IM19,3,ON
2026-07-30,IM19,1,ON
2026-07-30,IM19,2,ON
2026-07-30,IM2,3,ON
2026-07-30,IM2,1,ON
2026-07-30,IM2,2,ON
2026-07-30,IM3,3,ON
2026-07-30,IM3,1,ON
2026-07-30,IM3,2,ON
2026-07-30,IM4,3,ON
2026-07-30,IM4,1,ON
2026-07-30,IM4,2,SD
2026-07-30,IM5,3,ON
2026-07-30,IM5,1,ON
2026-07-30,IM5,2,ON
2026-07-30,IM6,3,SD
2026-07-30,IM6,1,SD
2026-07-30,IM6,2,SD
2026-07-30,IM7,3,SD
2026-07-30,IM7,1,SD
2026-07-30,IM7,2,SD
2026-07-30,IM8,3,ON
2026-07-30,IM8,1,ON
2026-07-30,IM8,2,ON
2026-07-30,IM9,3,SD
2026-07-30,IM9,1,SD
2026-07-30,IM9,2,SD
2026-07-31,IM1,3,SD
2026-07-31,IM1,1,SD
2026-07-31,IM1,2,SD
2026-07-31,IM10,3,SD
2026-07-31,IM10,1,SD
2026-07-31,IM10,2,SD
2026-07-31,IM11,3,SD
2026-07-31,IM11,1,SD
2026-07-31,IM11,2,SD
2026-07-31,IM12,3,SD
2026-07-31,IM12,1,SD
2026-07-31,IM12,2,SD
2026-07-31,IM14,3,SD
2026-07-31,IM14,1,SD
2026-07-31,IM14,2,SD
2026-07-31,IM15,3,SD
2026-07-31,IM15,1,SD
2026-07-31,IM15,2,SD
2026-07-31,IM16,3,SD
2026-07-31,IM16,1,SD
2026-07-31,IM16,2,SD
2026-07-31,IM17,3,SD
2026-07-31,IM17,1,SD
2026-07-31,IM17,2,SD
2026-07-31,IM18,3,SD
2026-07-31,IM18,1,SD
2026-07-31,IM18,2,SD
2026-07-31,IM19,3,SD
2026-07-31,IM19,1,SD
2026-07-31,IM19,2,SD
2026-07-31,IM2,3,SD
2026-07-31,IM2,1,SD
2026-07-31,IM2,2,SD
2026-07-31,IM3,3,SD
2026-07-31,IM3,1,SD
2026-07-31,IM3,2,SD
2026-07-31,IM4,3,SD
2026-07-31,IM4,1,SD
2026-07-31,IM4,2,SD
2026-07-31,IM5,3,SD
2026-07-31,IM5,1,SD
2026-07-31,IM5,2,SD
2026-07-31,IM6,3,SD
2026-07-31,IM6,1,SD
2026-07-31,IM6,2,SD
2026-07-31,IM7,3,SD
2026-07-31,IM7,1,SD
2026-07-31,IM7,2,SD
2026-07-31,IM8,3,SD
2026-07-31,IM8,1,SD
2026-07-31,IM8,2,SD
2026-07-31,IM9,3,SD
2026-07-31,IM9,1,SD
2026-07-31,IM9,2,SD
2026-08-01,IM1,3,SD
2026-08-01,IM1,1,SD
2026-08-01,IM1,2,SD
2026-08-01,IM10,3,SD
2026-08-01,IM10,1,SD
2026-08-01,IM10,2,SD
2026-08-01,IM11,3,SD
2026-08-01,IM11,1,SD
2026-08-01,IM11,2,SD
2026-08-01,IM12,3,SD
2026-08-01,IM12,1,SD
2026-08-01,IM12,2,SD
2026-08-01,IM14,3,SD
2026-08-01,IM14,1,SD
2026-08-01,IM14,2,SD
2026-08-01,IM15,3,SD
2026-08-01,IM15,1,SD
2026-08-01,IM15,2,SD
2026-08-01,IM16,3,SD
2026-08-01,IM16,1,SD
2026-08-01,IM16,2,SD
2026-08-01,IM17,3,SD
2026-08-01,IM17,1,SD
2026-08-01,IM17,2,SD
2026-08-01,IM18,3,SD
2026-08-01,IM18,1,SD
2026-08-01,IM18,2,SD
2026-08-01,IM19,3,SD
2026-08-01,IM19,1,SD
2026-08-01,IM19,2,SD
2026-08-01,IM2,3,SD
2026-08-01,IM2,1,SD
2026-08-01,IM2,2,SD
2026-08-01,IM3,3,SD
2026-08-01,IM3,1,SD
2026-08-01,IM3,2,SD
2026-08-01,IM4,3,SD
2026-08-01,IM4,1,SD
2026-08-01,IM4,2,SD
2026-08-01,IM5,3,SD
2026-08-01,IM5,1,SD
2026-08-01,IM5,2,SD
2026-08-01,IM6,3,SD
2026-08-01,IM6,1,SD
2026-08-01,IM6,2,SD
2026-08-01,IM7,3,SD
2026-08-01,IM7,1,SD
2026-08-01,IM7,2,SD
2026-08-01,IM8,3,SD
2026-08-01,IM8,1,SD
2026-08-01,IM8,2,SD
2026-08-01,IM9,3,SD
2026-08-01,IM9,1,SD
2026-08-01,IM9,2,SD
2026-08-02,IM1,3,SD
2026-08-02,IM1,1,SD
2026-08-02,IM1,2,SD
2026-08-02,IM10,3,SD
2026-08-02,IM10,1,SD
2026-08-02,IM10,2,SD
2026-08-02,IM11,3,SD
2026-08-02,IM11,1,SD
2026-08-02,IM11,2,SD
2026-08-02,IM12,3,SD
2026-08-02,IM12,1,SD
2026-08-02,IM12,2,SD
2026-08-02,IM14,3,SD
2026-08-02,IM14,1,SD
2026-08-02,IM14,2,SD
2026-08-02,IM15,3,SD
2026-08-02,IM15,1,SD
2026-08-02,IM15,2,SD
2026-08-02,IM16,3,SD
2026-08-02,IM16,1,SD
2026-08-02,IM16,2,SD
2026-08-02,IM17,3,SD
2026-08-02,IM17,1,SD
2026-08-02,IM17,2,SD
2026-08-02,IM18,3,SD
2026-08-02,IM18,1,SD
2026-08-02,IM18,2,SD
2026-08-02,IM19,3,SD
2026-08-02,IM19,1,SD
2026-08-02,IM19,2,SD
2026-08-02,IM2,3,SD
2026-08-02,IM2,1,SD
2026-08-02,IM2,2,SD
2026-08-02,IM3,3,SD
2026-08-02,IM3,1,SD
2026-08-02,IM3,2,SD
2026-08-02,IM4,3,SD
2026-08-02,IM4,1,SD
2026-08-02,IM4,2,SD
2026-08-02,IM5,3,SD
2026-08-02,IM5,1,SD
2026-08-02,IM5,2,SD
2026-08-02,IM6,3,SD
2026-08-02,IM6,1,SD
2026-08-02,IM6,2,SD
2026-08-02,IM7,3,SD
2026-08-02,IM7,1,SD
2026-08-02,IM7,2,SD
2026-08-02,IM8,3,SD
2026-08-02,IM8,1,SD
2026-08-02,IM8,2,SD
2026-08-02,IM9,3,SD
2026-08-02,IM9,1,SD
2026-08-02,IM9,2,SD
2026-08-03,IM1,3,ON
2026-08-03,IM1,1,ON
2026-08-03,IM1,2,ON
2026-08-03,IM10,3,ON
2026-08-03,IM10,1,ON
2026-08-03,IM10,2,ON
2026-08-03,IM11,3,ON
2026-08-03,IM11,1,ON
2026-08-03,IM11,2,ON
2026-08-03,IM12,3,ON
2026-08-03,IM12,1,ON
2026-08-03,IM12,2,ON
2026-08-03,IM14,3,ON
2026-08-03,IM14,1,ON
2026-08-03,IM14,2,ON
2026-08-03,IM15,3,ON
2026-08-03,IM15,1,ON
2026-08-03,IM15,2,ON
2026-08-03,IM16,3,SD
2026-08-03,IM16,1,SD
2026-08-03,IM16,2,SD
2026-08-03,IM17,3,SD
2026-08-03,IM17,1,SD
2026-08-03,IM17,2,SD
2026-08-03,IM18,3,SD
2026-08-03,IM18,1,SD
2026-08-03,IM18,2,SD
2026-08-03,IM19,3,SD
2026-08-03,IM19,1,SD
2026-08-03,IM19,2,SD
2026-08-03,IM2,3,ON
2026-08-03,IM2,1,ON
2026-08-03,IM2,2,ON
2026-08-03,IM3,3,ON
2026-08-03,IM3,1,ON
2026-08-03,IM3,2,ON
2026-08-03,IM4,3,ON
